City,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING,ENGLISH,ENGLISH STATUS,MATHEMATICS,MATHEMATICS STATUS,HISTORY,HISTORY STATUS,SCIENCE,SCIENCE STATUS,GCI,GCI Status
,71,Pittsylvania County,1680,Dan River High,Fully Accredited,89,Meets Benchmark,80,Meets Benchmark,89,Meets Benchmark,87,Meets Benchmark,90,Meets Benchmark
,71,Pittsylvania County,1090,Dan River Middle,Fully Accredited,78,Meets Benchmark,83,Meets Benchmark,75,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,280,Gretna Elementary,Fully Accredited,75,Meets Benchmark,78,Meets Benchmark,83,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1700,Gretna High,Fully Accredited,88,Meets Benchmark,70,Meets Benchmark,83,Meets Benchmark,82,Meets Benchmark,89,Meets Benchmark
,71,Pittsylvania County,290,Gretna Middle,Fully Accredited,78,Meets Benchmark,76,Meets Benchmark,81,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,30,John L. Hurt Elementary,Accredited with Warning,76,Meets Benchmark,68,Warned,80,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1690,Kentuck Elementary,Accredited with Warning,61,Warned,61,Warned,74,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1750,Mount Airy Elementary,Fully Accredited,82,Meets Benchmark,82,Meets Benchmark,89,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1460,Southside Elementary,Fully Accredited,79,Meets Benchmark,79,Meets Benchmark,85,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1710,Stony Mill Elementary,Fully Accredited,76,Meets Benchmark,76,Meets Benchmark,86,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1730,Tunstall High,Fully Accredited,93,Meets Benchmark,92,Meets Benchmark,93,Meets Benchmark,93,Meets Benchmark,93,Meets Benchmark
,71,Pittsylvania County,1130,Tunstall Middle,Fully Accredited,76,Meets Benchmark,86,Meets Benchmark,82,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1851,Twin Springs Elementary,Fully Accredited,75,Meets Benchmark,75,Meets Benchmark,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1740,Union Hall Elementary,Fully Accredited,77,Meets Benchmark,84,Meets Benchmark,95,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,142,Poquoson City,150,Poquoson Elementary,Fully Accredited,82,Meets Benchmark,84,Meets Benchmark,88,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,142,Poquoson City,10,Poquoson High,Fully Accredited,94,Meets Benchmark,82,Meets Benchmark,94,Meets Benchmark,95,Meets Benchmark,97,Meets Benchmark
,142,Poquoson City,130,Poquoson Middle,Fully Accredited,84,Meets Benchmark,75,Meets Benchmark,88,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,142,Poquoson City,160,Poquoson Primary,Fully Accredited,82,Meets Benchmark,84,Meets Benchmark,88,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,1766,Brighton Elementary,Accredited with Warning,60,Warned,66,Warned,76,Meets Benchmark,57,Warned,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,321,Churchland Academy Elementary,Accredited with Warning,68,Warned,75,Meets Benchmark,78,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,650,Churchland Elementary,Fully Accredited,78,Meets Benchmark,76,Meets Benchmark,85,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,500,Churchland High,Fully Accredited,85,Meets Benchmark,81,Meets Benchmark,92,Meets Benchmark,86,Meets Benchmark,94,Meets Benchmark
Portsmouth,121,Portsmouth City,320,Churchland Middle,Accredited with Warning,60,Warned,65,Warned,69,Warned,67,Warned,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,160,Churchland Primary & Intermediate,Fully Accredited,79,Meets Benchmark,82,Meets Benchmark,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,1130,Cradock Middle,Accredited with Warning,59,Warned,65,Warned,83,Meets Benchmark,53,Warned,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,190,Douglass Park Elementary,Accredited with Warning,51,Warned,55,Warned,76,Meets Benchmark,53,Warned,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,1630,Hodges Manor Elementary,Fully Accredited,77,Meets Benchmark,84,Meets Benchmark,89,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,240,I.C. Norcom High,Conditionally Accredited,79,Meets Benchmark,61,Warned,77,Meets Benchmark,75,Meets Benchmark,84,Provisional
Portsmouth,121,Portsmouth City,1400,James Hurst Elementary,Accredited with Warning,61,Warned,76,Meets Benchmark,83,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,230,John Tyler Elementary,Accredited with Warning,61,Warned,61,Warned,71,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,1650,Lakeview Elementary,Accredited with Warning,63,Warned,79,Meets Benchmark,85,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,60,Park View Elementary,Accredited with Warning,60,Warned,62,Warned,71,Meets Benchmark,61,Warned,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,290,Simonsdale Elementary,Fully Accredited,76,Meets Benchmark,77,Meets Benchmark,85,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,1769,Victory Elementary,Accredited with Warning,62,Warned,72,Meets Benchmark,88,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,210,Westhaven Elementary,Accredited with Warning,64,Warned,72,Meets Benchmark,79,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,310,William E. Waters Middle,Accredited with Warning,70,Warned,63,Warned,75,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Portsmouth,121,Portsmouth City,1660,Woodrow Wilson High,Fully Accredited,79,Meets Benchmark,80,Meets Benchmark,83,Meets Benchmark,82,Meets Benchmark,89,Meets Benchmark
,72,Powhatan County,21,Flat Rock Elementary,Fully Accredited,75,Meets Benchmark,70,Meets Benchmark,87,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,72,Powhatan County,231,Pocahontas Elementary,Fully Accredited,78,Meets Benchmark,75,Meets Benchmark,87,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,72,Powhatan County,232,Pocahontas Middle,Fully Accredited,78,Meets Benchmark,71,Meets Benchmark,91,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,72,Powhatan County,13,Powhatan Elementary,Fully Accredited,83,Meets Benchmark,91,Meets Benchmark,89,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,72,Powhatan County,11,Powhatan High,Fully Accredited,95,Meets Benchmark,71,Meets Benchmark,94,Meets Benchmark,92,Meets Benchmark,92,Meets Benchmark
,72,Powhatan County,130,Powhatan Junior High,Fully Accredited,77,Meets Benchmark,83,Meets Benchmark,92,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,73,Prince Edward County,400,Prince Edward County High,Accredited with Warning,82,Meets Benchmark,67,Warned,79,Meets Benchmark,72,Meets Benchmark,87,Meets Benchmark
,73,Prince Edward County,10,Prince Edward Elementary,Accredited with Warning,58,Warned,66,Warned,100,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,73,Prince Edward County,20,Prince Edward Middle,Accredited with Warning,60,Warned,62,Warned,76,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,74,Prince George County,340,David A. Harrison Elementary,Fully Accredited,81,Meets Benchmark,84,Meets Benchmark,89,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,74,Prince George County,320,J.E.J. Moore Middle,Fully Accredited,79,Meets Benchmark,78,Meets Benchmark,84,Meets Benchmark,-,Not Tested,-,Does not have a Graduating Class
,74,Prince George County,310,L.L. Beazley Elementary,Fully Accredited,86,Meets Benchmark,91,Meets Benchmark,95,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,74,Prince George County,270,N.B. Clements Junior High,Fully Accredited,76,Meets Benchmark,73,Meets Benchmark,83,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,74,Prince George County,290,North Elementary,Fully Accredited,76,Meets Benchmark,86,Meets Benchmark,95,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,74,Prince George County,20,Prince George High,Accredited with Warning,87,Meets Benchmark,64,Warned,82,Meets Benchmark,80,Meets Benchmark,91,Meets Benchmark
,74,Prince George County,300,South Elementary,Fully Accredited,82,Meets Benchmark,88,Meets Benchmark,98,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,74,Prince George County,280,William A. Walton Elementary,Fully Accredited,80,Meets Benchmark,84,Meets Benchmark,94,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,330,A. Henderson Elementary,Fully Accredited,84,Meets Benchmark,90,Meets Benchmark,97,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,760,Antietam Elementary,Fully Accredited,82,Meets Benchmark,84,Meets Benchmark,94,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,200,Ashland Elementary,Fully Accredited,81,Meets Benchmark,84,Meets Benchmark,93,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,290,Battlefield High,Fully Accredited,98,Meets Benchmark,88,Meets Benchmark,95,Meets Benchmark,95,Meets Benchmark,97,Meets Benchmark
,75,Prince William County,670,Bel Air Elementary,Fully Accredited,76,Meets Benchmark,87,Meets Benchmark,95,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,600,Belmont Elementary,Accredited with Warning,63,Warned,70,Meets Benchmark,83,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,840,Bennett Elementary,Fully Accredited,80,Meets Benchmark,90,Meets Benchmark,96,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,530,Brentsville District High,Fully Accredited,90,Meets Benchmark,73,Meets Benchmark,90,Meets Benchmark,86,Meets Benchmark,92,Meets Benchmark
,75,Prince William County,860,Bristow Run Elementary,Fully Accredited,83,Meets Benchmark,87,Meets Benchmark,90,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,950,Buckland Mills Elementary,Fully Accredited,84,Meets Benchmark,87,Meets Benchmark,93,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,920,Bull Run Middle,Fully Accredited,85,Meets Benchmark,88,Meets Benchmark,88,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,620,C.A. Sinclair Elementary,Fully Accredited,77,Meets Benchmark,82,Meets Benchmark,90,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,710,C.D. Hylton High,Fully Accredited,92,Meets Benchmark,83,Meets Benchmark,88,Meets Benchmark,85,Meets Benchmark,95,Meets Benchmark
,75,Prince William County,900,Cedar Point Elementary,Fully Accredited,84,Meets Benchmark,90,Meets Benchmark,94,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,660,Coles Elementary,Fully Accredited,80,Meets Benchmark,87,Meets Benchmark,89,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,610,Dale City Elementary,Fully Accredited,75,Meets Benchmark,85,Meets Benchmark,92,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,280,Dumfries Elementary,Accredited with Warning,67,Warned,64,Warned,79,Meets Benchmark,60,Warned,-,Does not have a Graduating Class
,75,Prince William County,490,E.H. Marsteller Middle,Fully Accredited,87,Meets Benchmark,83,Meets Benchmark,93,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,580,Elizabeth Vaughan Elementary,Accredited with Warning,71,Warned,75,Meets Benchmark,85,Meets Benchmark,59,Warned,-,Does not have a Graduating Class
,75,Prince William County,120,Enterprise Elementary,Accredited with Warning,65,Warned,73,Meets Benchmark,81,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,370,Fannie W. Fitzgerald Elementary,Fully Accredited,75,Meets Benchmark,71,Meets Benchmark,73,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,450,Featherstone Elementary,Fully Accredited,78,Meets Benchmark,90,Meets Benchmark,93,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,870,Forest Park High,Fully Accredited,93,Meets Benchmark,76,Meets Benchmark,89,Meets Benchmark,86,Meets Benchmark,91,Meets Benchmark
,75,Prince William County,520,Fred M. Lynn Middle,Accredited with Warning,59,Warned,57,Warned,71,Meets Benchmark,48,Warned,-,Does not have a Graduating Class
,75,Prince William County,300,Freedom High,Accredited with Warning,86,Meets Benchmark,69,Warned,84,Meets Benchmark,70,Meets Benchmark,86,Meets Benchmark
,75,Prince William County,960,Gainesville Middle,Fully Accredited,88,Meets Benchmark,88,Meets Benchmark,94,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,690,Gar-Field High,Accredited with Warning,87,Meets Benchmark,67,Warned,79,Meets Benchmark,76,Meets Benchmark,85,Meets Benchmark
,75,Prince William County,630,George G. Tyler Elementary,Fully Accredited,80,Meets Benchmark,85,Meets Benchmark,93,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,770,George P. Mullen Elementary,Fully Accredited,83,Meets Benchmark,89,Meets Benchmark,95,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,340,Glenkirk Elementary,Fully Accredited,82,Meets Benchmark,87,Meets Benchmark,92,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,510,Graham Park Middle,Fully Accredited,79,Meets Benchmark,79,Meets Benchmark,84,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,250,Haymarket Elementary School,Conditionally Accredited,-,Not Tested,-,Not Tested,-,Not Tested,-,Not Tested,-,Does not have a Graduating Class
,75,Prince William County,380,Herbert J. Saunders Middle,Fully Accredited,77,Meets Benchmark,75,Meets Benchmark,83,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,220,J.W. Alvey Elementary,Fully Accredited,87,Meets Benchmark,87,Meets Benchmark,96,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,130,John F. Pattie Sr. Elementary,Fully Accredited,77,Meets Benchmark,82,Meets Benchmark,89,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,70,Kerrydale Elementary,Fully Accredited,81,Meets Benchmark,81,Meets Benchmark,90,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,180,Lake Ridge Elementary,Fully Accredited,85,Meets Benchmark,83,Meets Benchmark,96,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,720,Lake Ridge Middle,Fully Accredited,82,Meets Benchmark,83,Meets Benchmark,83,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,830,Leesylvania Elementary,Fully Accredited,76,Meets Benchmark,77,Meets Benchmark,92,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,460,Loch Lomond Elementary,Fully Accredited,75,Meets Benchmark,83,Meets Benchmark,93,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,880,Louise A. Benton Middle,Fully Accredited,87,Meets Benchmark,85,Meets Benchmark,92,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,160,Martin Luther King Jr. Elementary,Fully Accredited,80,Meets Benchmark,84,Meets Benchmark,94,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,570,Marumsco Hills Elementary,Fully Accredited,79,Meets Benchmark,84,Meets Benchmark,94,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,231,Mary G. Porter Traditional,Fully Accredited,93,Meets Benchmark,95,Meets Benchmark,97,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,240,Mary Williams Elementary,Fully Accredited,77,Meets Benchmark,84,Meets Benchmark,89,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,640,Mills E. Godwin Middle,Fully Accredited,76,Meets Benchmark,74,Meets Benchmark,70,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,75,Prince William County,30,Minnieville Elementary,Fully Accredited,89,Meets Benchmark,93,Meets Benchmark,96,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
